target,text
BANK_TRANSFER,UPI/P2A/445329950631/Andrew Harvey/Axis Bank/UPI
MERCHENT,UPI/P2M/509910591822/Mr. Scott Jimenez/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/229362518824/George Krueger/ICICI Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/395428765021/SALARY/MAY/2021/May
BANK_TRANSFER,UPI/P2A/649990974998/David Brown/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/323053879768/Kathleen Ritter/State Bank/UPI
BANK_TRANSFER,UPI/P2A/657786413470/Robert Dunn/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/561530847816/Eric Rodriguez/HDFC Bank/UPI
SALARY,INB-BULK-UPLD/785464908797/SALARY/AUG/2021/Aug
BANK_TRANSFER,UPI/P2A/174410067163/Colin Watts/State Bank/UPI
SALARY,INB-BULK-UPLD/680136165233/SALARY/DEC/2021/Dec
SALARY,INB-BULK-UPLD/654804105364/SALARY/AUG/2023/Aug
SALARY,INB-BULK-UPLD/689170860388/SALARY/MAR/2022/Mar
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/504907635954/Amanda Osborne/Fedral Bank
MERCHENT,UPI/P2M/863699527335/Michele Perez/Yes Bank
BANK_TRANSFER,UPI/P2A/809081914955/Michael Ortiz/HDFC Bank/UPI
MERCHENT,UPI/P2M/972334611992/Jordan Bates/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/160757747944/SALARY/SEP/2022/Sep
BANK_TRANSFER,UPI/P2A/946742435172/Charles Kennedy/Yes Bank/UPI
MERCHENT,UPI/P2M/346283082681/Jason Knight/Axis Bank
SALARY,INB-BULK-UPLD/251482425482/SALARY/SEP/2023/Sep
MERCHENT,UPI/P2M/266919052012/Jonathan Chaney/ICICI Bank
MERCHENT,UPI/P2M/200201640955/Laura Medina/HDFC Bank
MERCHENT,UPI/P2M/226851791717/Frederick Durham/Fedral Bank
MERCHENT,UPI/P2M/186915616647/Kevin Walker/Fedral Bank
SALARY,INB-BULK-UPLD/460675043947/SALARY/JAN/2022/Jan
BANK_TRANSFER,UPI/P2A/759734523049/Rose Singh/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/753006630856/Crystal Brooks/State Bank/UPI
SALARY,INB-BULK-UPLD/354630184891/SALARY/FEB/2022/Feb
BANK_TRANSFER,UPI/P2A/552805490665/Kimberly Cunningham/State Bank/UPI
MERCHENT,UPI/P2M/359359703259/Emily Gordon/HDFC Bank
BANK_TRANSFER,UPI/P2A/528678385813/Robert Neal/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/893263710383/Daniel Parker/ICICI Bank/UPI
MERCHENT,UPI/P2M/653990763897/Kevin Wallace/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/404712055156/SALARY/DEC/2020/Dec
BANK_TRANSFER,UPI/P2A/144341336577/Bobby Stone/Axis Bank/UPI
MERCHENT,UPI/P2M/913254047276/Sandra Alexander/State Bank
BANK_TRANSFER,UPI/P2A/704279707310/Kelly Pena/Yes Bank/UPI
SALARY,INB-BULK-UPLD/565099809676/SALARY/AUG/2022/Aug
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/880203474282/Julie Carter/State Bank
MERCHENT,UPI/P2M/651515162085/Timothy Turner/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/841255665764/John Brown/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/935881284823/David Park/Yes Bank/UPI
MERCHENT,UPI/P2M/625855997443/David Smith/Fedral Bank
SALARY,INB-BULK-UPLD/861821755073/SALARY/OCT/2023/Oct
MERCHENT,UPI/P2M/247751025077/Jane Evans/Yes Bank
MERCHENT,UPI/P2M/657369344563/Mary Hunter/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/480108301161/Victor Woods/HDFC Bank
MERCHENT,UPI/P2M/891686608551/James Noble/Yes Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/710234202565/SALARY/AUG/2022/Aug
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/810905026594/SALARY/SEP/2023/Sep
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/955203056698/Stephanie Gonzalez/Yes Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/244957448654/SALARY/MAR/2023/Mar
MERCHENT,UPI/P2M/174097993672/William Brooks/State Bank
BANK_TRANSFER,UPI/P2A/637326774256/Daniel Howard/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/449938357277/Sandra Lopez/State Bank/UPI
MERCHENT,UPI/P2M/549794329891/Henry Cain/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/349141532655/Adam Reed Jr./ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/345799554055/Maria Pearson/State Bank
SALARY,INB-BULK-UPLD/508455385544/SALARY/APR/2023/Apr
BANK_TRANSFER,UPI/P2A/903458826827/Megan Hunt/HDFC Bank/UPI
SALARY,INB-BULK-UPLD/955896666384/SALARY/NOV/2021/Nov
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/590483414887/Joseph Mcclure/Yes Bank
BANK_TRANSFER,UPI/P2A/567404303895/Scott Morales/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/109497899856/Megan Spencer/State Bank/UPI
SALARY,INB-BULK-UPLD/571867321071/SALARY/DEC/2023/Dec
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/773981150692/Adam Marshall/Yes Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/491660484936/Todd Quinn/ICICI Bank/UPI
MERCHENT,UPI/P2M/122151986392/Robert Hopkins/Fedral Bank
BANK_TRANSFER,UPI/P2A/366895351228/Mr. David Lee/Axis Bank/UPI
MERCHENT,UPI/P2M/421238996770/Kendra White/ICICI Bank
SALARY,INB-BULK-UPLD/331098344597/SALARY/OCT/2022/Oct
SALARY,INB-BULK-UPLD/406372216226/SALARY/JAN/2020/Jan
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/877379625523/Devin Clements/Axis Bank/UPI
MERCHENT,UPI/P2M/561660693898/Charles Brandt/State Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/320606211292/Anna Howell/State Bank/UPI
MERCHENT,UPI/P2M/900111801967/Darren Macdonald/Fedral Bank
BANK_TRANSFER,UPI/P2A/973940452485/Sandra Cardenas/ICICI Bank/UPI
BANK_TRANSFER,UPI/P2A/268928370017/Andrea King/Fedral Bank/UPI
SALARY,INB-BULK-UPLD/273001554122/SALARY/MAR/2023/Mar
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/139234901479/SALARY/JUL/2021/Jul
SALARY,INB-BULK-UPLD/696709597723/SALARY/JAN/2023/Jan
BANK_TRANSFER,UPI/P2A/841826093268/Pam Hardy/Yes Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/380288668099/Micheal Hernandez/Yes Bank
BANK_TRANSFER,UPI/P2A/129593930802/Rebecca Juarez/ICICI Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/247737843692/SALARY/JAN/2022/Jan
SALARY,INB-BULK-UPLD/272003791307/SALARY/OCT/2021/Oct
SALARY,INB-BULK-UPLD/825594317069/SALARY/JUL/2020/Jul
MERCHENT,UPI/P2M/796343925816/Julie Walls/ICICI Bank
MERCHENT,UPI/P2M/143737027241/Robert Anderson/Fedral Bank
SALARY,INB-BULK-UPLD/110479626528/SALARY/JUL/2020/Jul
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/505785301976/Jeremy Welch/ICICI Bank/UPI
MERCHENT,UPI/P2M/571431682514/Michael Martin/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/940763616609/Shannon Carney/ICICI Bank/UPI
MERCHENT,UPI/P2M/384067955512/Ashley Mitchell/Fedral Bank
SALARY,INB-BULK-UPLD/723614292790/SALARY/DEC/2022/Dec
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/219586942468/SALARY/AUG/2020/Aug
BANK_TRANSFER,UPI/P2A/274143492636/Courtney Cox/Fedral Bank/UPI
MERCHENT,UPI/P2M/309378677005/Gabriela Wilson/Yes Bank
BANK_TRANSFER,UPI/P2A/431190699180/Deanna Cowan/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/728226899837/SALARY/JUN/2020/Jun
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/822271680033/SALARY/NOV/2023/Nov
BANK_TRANSFER,UPI/P2A/982227258520/Karen Flores/HDFC Bank/UPI
MERCHENT,UPI/P2M/363873229752/Chelsea Morgan/ICICI Bank
BANK_TRANSFER,UPI/P2A/297711884854/Philip Russell/HDFC Bank/UPI
MERCHENT,UPI/P2M/552232177762/Darryl Lloyd/Axis Bank
MERCHENT,UPI/P2M/918037524325/Isabella Reyes/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/216883702591/SALARY/APR/2021/Apr
SALARY,INB-BULK-UPLD/805850046987/SALARY/NOV/2020/Nov
SALARY,INB-BULK-UPLD/640344447641/SALARY/MAY/2022/May
BANK_TRANSFER,UPI/P2A/441644086328/Jerry Smith/ICICI Bank/UPI
MERCHENT,UPI/P2M/877960532993/Robin Miller/State Bank
SALARY,INB-BULK-UPLD/378898813191/SALARY/APR/2020/Apr
MERCHENT,UPI/P2M/378083706409/Matthew Brown/Fedral Bank
BANK_TRANSFER,UPI/P2A/105124484232/Kaitlyn Allen/Yes Bank/UPI
SALARY,INB-BULK-UPLD/570360877255/SALARY/SEP/2021/Sep
MERCHENT,UPI/P2M/661993449224/Jonathan Brown/Fedral Bank
BANK_TRANSFER,UPI/P2A/970074685733/William George/State Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/129283162289/SALARY/JUN/2021/Jun
SALARY,INB-BULK-UPLD/114691385615/SALARY/DEC/2020/Dec
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/628561296772/SALARY/NOV/2020/Nov
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/657786783576/SALARY/NOV/2023/Nov
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/928876098823/Carrie Rodriguez/HDFC Bank/UPI
SALARY,INB-BULK-UPLD/348384956481/SALARY/DEC/2023/Dec
BANK_TRANSFER,UPI/P2A/818294000624/Kathleen Weber/Yes Bank/UPI
SALARY,INB-BULK-UPLD/989218849920/SALARY/MAY/2022/May
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/726197554973/Derek Rivera/Axis Bank
SALARY,INB-BULK-UPLD/286929517114/SALARY/JUL/2023/Jul
BANK_TRANSFER,UPI/P2A/130437325065/Deborah Dennis/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/636093036194/Belinda Romero/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/433077021919/Samantha Juarez/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/345759403800/Timothy Cox/State Bank/UPI
SALARY,INB-BULK-UPLD/762334766142/SALARY/DEC/2021/Dec
MERCHENT,UPI/P2M/545600756045/Mark Myers/HDFC Bank
SALARY,INB-BULK-UPLD/970667206032/SALARY/DEC/2020/Dec
MERCHENT,UPI/P2M/145423239533/Daniel Knight/HDFC Bank
MERCHENT,UPI/P2M/962663572660/Jesse Johnson/Yes Bank
SALARY,INB-BULK-UPLD/161252131579/SALARY/MAR/2021/Mar
SALARY,INB-BULK-UPLD/842053838345/SALARY/MAR/2020/Mar
BANK_TRANSFER,UPI/P2A/723577418841/Tina Gonzalez/Yes Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/285931518152/Rachel Lam/Yes Bank
MERCHENT,UPI/P2M/448861676455/Robert Whitaker/Axis Bank
SALARY,INB-BULK-UPLD/998869461099/SALARY/JUL/2021/Jul
BANK_TRANSFER,UPI/P2A/315740174713/Jose Long/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/777789401907/Rebecca Garcia/Yes Bank/UPI
SALARY,INB-BULK-UPLD/525976837562/SALARY/JUN/2021/Jun
MERCHENT,UPI/P2M/456826467480/Erin Wang/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/620807104735/Melissa Foster/ICICI Bank
SALARY,INB-BULK-UPLD/196509750963/SALARY/FEB/2022/Feb
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/848468506611/Raven Nicholson/Fedral Bank/UPI
SALARY,INB-BULK-UPLD/200187431658/SALARY/OCT/2023/Oct
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/401435857133/Mark Johnson/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/849053008346/Jon Watts/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/917192813680/Joshua Graham/ICICI Bank/UPI
MERCHENT,UPI/P2M/147060562704/Dr. Cameron Hood/State Bank
SALARY,INB-BULK-UPLD/407580301556/SALARY/DEC/2020/Dec
SALARY,INB-BULK-UPLD/440751570684/SALARY/JUL/2023/Jul
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/961884391144/Kaitlin Day/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/757945910897/Brooke Mcmahon/State Bank/UPI
MERCHENT,UPI/P2M/753075887129/Adam Perry/Fedral Bank
MERCHENT,UPI/P2M/419909616628/Kristina Thomas/Fedral Bank
BANK_TRANSFER,UPI/P2A/361461888668/Heather Murphy/ICICI Bank/UPI
MERCHENT,UPI/P2M/337783784088/David Rodriguez/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/276344938072/SALARY/JUL/2021/Jul
BANK_TRANSFER,UPI/P2A/528095305593/Eric Freeman/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/575476177736/Stephanie Velazquez/ICICI Bank/UPI
MERCHENT,UPI/P2M/582790657491/Zachary Obrien/Fedral Bank
BANK_TRANSFER,UPI/P2A/984334864900/Sonia Williams/Yes Bank/UPI
MERCHENT,UPI/P2M/546913858132/Thomas Christensen/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/103788353495/Charles Spencer/State Bank/UPI
BANK_TRANSFER,UPI/P2A/254473793288/Veronica George/HDFC Bank/UPI
SALARY,INB-BULK-UPLD/328969511996/SALARY/JUN/2023/Jun
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/365041424920/SALARY/FEB/2023/Feb
SALARY,INB-BULK-UPLD/269783003338/SALARY/JUN/2020/Jun
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/859040970900/SALARY/FEB/2023/Feb
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/546894972342/Jennifer Black/ICICI Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/757009181685/Richard Mitchell/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/588170885643/Walter Clark/Fedral Bank/UPI
MERCHENT,UPI/P2M/358631268431/Hector West/Yes Bank
SALARY,INB-BULK-UPLD/903531202852/SALARY/AUG/2023/Aug
MERCHENT,UPI/P2M/657455571137/Charles Dillon/Axis Bank
MERCHENT,UPI/P2M/881276048642/Robert Baker/Yes Bank
MERCHENT,UPI/P2M/746321861064/Victoria Coleman/State Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/242126499638/Laura Patterson/Yes Bank/UPI
MERCHENT,UPI/P2M/250529545551/Casey Vaughn/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/885120172727/SALARY/JAN/2020/Jan
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/822138378082/James Bridges/ICICI Bank
SALARY,INB-BULK-UPLD/937887238719/SALARY/NOV/2021/Nov
SALARY,INB-BULK-UPLD/606088292452/SALARY/JUL/2023/Jul
BANK_TRANSFER,UPI/P2A/546309668704/Jeremy Randolph/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/552434039283/SALARY/JUL/2023/Jul
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/225735969778/Phyllis Dickerson/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/677681328451/SALARY/OCT/2023/Oct
MERCHENT,UPI/P2M/892189247956/Christina Donovan/ICICI Bank
BANK_TRANSFER,UPI/P2A/230536330520/Patricia Hall MD/Yes Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/134390096517/Kenneth Bryant/Fedral Bank/UPI
SALARY,INB-BULK-UPLD/809691291496/SALARY/JUN/2020/Jun
SALARY,INB-BULK-UPLD/713131166382/SALARY/JAN/2021/Jan
MERCHENT,UPI/P2M/199235523886/Curtis Odonnell/ICICI Bank
SALARY,INB-BULK-UPLD/994475669081/SALARY/NOV/2021/Nov
MERCHENT,UPI/P2M/396103023712/Cindy Peterson/State Bank
MERCHENT,UPI/P2M/383933330780/Kristina Jones/Axis Bank
BANK_TRANSFER,UPI/P2A/566928599505/Jennifer Reyes/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/860251655916/Morgan Church/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/548328131011/Christina White/Axis Bank/UPI
MERCHENT,UPI/P2M/481870995312/Wendy King/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/613509355423/SALARY/MAR/2021/Mar
MERCHENT,UPI/P2M/865235207093/Vickie Thompson/ICICI Bank
BANK_TRANSFER,UPI/P2A/620538876693/Vincent Edwards/Axis Bank/UPI
SALARY,INB-BULK-UPLD/850157419077/SALARY/SEP/2021/Sep
SALARY,INB-BULK-UPLD/368050925668/SALARY/SEP/2021/Sep
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/670188123082/Jeffrey Butler/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/117591035753/Mark Russell/State Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/548553250285/Brandon Smith/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/902002124801/Reginald Mcdonald/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/128279685626/SALARY/JAN/2021/Jan
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/842409745862/SALARY/SEP/2022/Sep
MERCHENT,UPI/P2M/211661544976/Danielle Knight/Axis Bank
BANK_TRANSFER,UPI/P2A/820677374903/Stephanie Hodge/State Bank/UPI
BANK_TRANSFER,UPI/P2A/352736065097/Julie Jensen/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/813345504346/Nathaniel Davis/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/812343629797/Denise Martin/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/340413074649/Andrew Cooper/Fedral Bank
MERCHENT,UPI/P2M/542180195674/Dr. Laura Hughes/Yes Bank
BANK_TRANSFER,UPI/P2A/749861853505/David Mays/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/542466763453/SALARY/APR/2021/Apr
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/530745030066/Aaron Reyes/Axis Bank
BANK_TRANSFER,UPI/P2A/620479693497/Katrina Bell/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/394775099418/Brian Stephens/Axis Bank/UPI
MERCHENT,UPI/P2M/864150111330/David Henderson/HDFC Bank
SALARY,INB-BULK-UPLD/812889775105/SALARY/MAR/2023/Mar
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/215962939787/SALARY/DEC/2022/Dec
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/208986658449/SALARY/JUL/2022/Jul
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/455792889835/Michael Fuller/Yes Bank/UPI
SALARY,INB-BULK-UPLD/178545403224/SALARY/FEB/2022/Feb
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/348632652145/Jesus Ortiz/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/195223833531/Donald Peterson/Fedral Bank/UPI
MERCHENT,UPI/P2M/342315584190/Tara Davis/Yes Bank
MERCHENT,UPI/P2M/685616423400/Jordan Bennett/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/592454978941/SALARY/MAY/2020/May
MERCHENT,UPI/P2M/605310054543/Joseph Osborn/HDFC Bank
MERCHENT,UPI/P2M/237932192593/Robin Rodriguez/Yes Bank
MERCHENT,UPI/P2M/213138759296/Jonathan Pena/Yes Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/883475039116/John Taylor/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/455813330126/Wayne Peterson/Yes Bank
SALARY,INB-BULK-UPLD/535352756184/SALARY/NOV/2023/Nov
SALARY,INB-BULK-UPLD/549122043343/SALARY/MAR/2022/Mar
SALARY,INB-BULK-UPLD/341023778183/SALARY/NOV/2021/Nov
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/715533252456/Daniel Rivers/Yes Bank/UPI
SALARY,INB-BULK-UPLD/486033837070/SALARY/AUG/2023/Aug
SALARY,INB-BULK-UPLD/107723427315/SALARY/MAR/2021/Mar
MERCHENT,UPI/P2M/682827839379/Tammy White/ICICI Bank
BANK_TRANSFER,UPI/P2A/485335501231/Kimberly Shea/State Bank/UPI
MERCHENT,UPI/P2M/389767250213/Natasha Stevenson/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/616506248112/SALARY/OCT/2023/Oct
BANK_TRANSFER,UPI/P2A/695516818252/Alexis Perry/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/456928143379/Rita Murray/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/662809611375/Jeremy Garrison/Fedral Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/982474255964/SALARY/MAY/2021/May
MERCHENT,UPI/P2M/609417127480/Kelly Smith/ICICI Bank
SALARY,INB-BULK-UPLD/374951097992/SALARY/NOV/2020/Nov
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/272174183016/SALARY/NOV/2022/Nov
BANK_TRANSFER,UPI/P2A/494231103415/Melissa Odonnell/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/682751821571/Kyle Long/State Bank/UPI
MERCHENT,UPI/P2M/204488618624/Matthew Dodson/Axis Bank
MERCHENT,UPI/P2M/827451960921/Eric Aguilar/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/986929094350/Bradley Boyd/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/414612208552/David Morris/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/627572720796/SALARY/NOV/2023/Nov
SALARY,INB-BULK-UPLD/650099000913/SALARY/JAN/2022/Jan
SALARY,INB-BULK-UPLD/372180750235/SALARY/NOV/2023/Nov
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/628628131298/SALARY/JUL/2021/Jul
BANK_TRANSFER,UPI/P2A/628900427044/Joanne Stanton/Yes Bank/UPI
MERCHENT,UPI/P2M/654408462590/Tony Nicholson/HDFC Bank
BANK_TRANSFER,UPI/P2A/729818593037/Nichole James/ICICI Bank/UPI
BANK_TRANSFER,UPI/P2A/582440902215/John Smith/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/198496420792/James Bailey/Axis Bank/UPI
MERCHENT,UPI/P2M/146610588265/Rhonda James/Fedral Bank
BANK_TRANSFER,UPI/P2A/216076791366/Jonathan Chapman/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/921645048731/Kevin Nelson/Fedral Bank/UPI
SALARY,INB-BULK-UPLD/362440616066/SALARY/FEB/2022/Feb
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/554484041815/SALARY/SEP/2021/Sep
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/647003915020/Alan Green/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/168242734724/Dawn Martinez/ICICI Bank/UPI
BANK_TRANSFER,UPI/P2A/927305341518/William Pena/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/376716508501/SALARY/OCT/2020/Oct
SALARY,INB-BULK-UPLD/325153413740/SALARY/APR/2023/Apr
SALARY,INB-BULK-UPLD/214135783619/SALARY/OCT/2020/Oct
SALARY,INB-BULK-UPLD/356073368923/SALARY/NOV/2023/Nov
MERCHENT,UPI/P2M/120778417598/Sarah Johnston/Yes Bank
BANK_TRANSFER,UPI/P2A/690224254665/Maria Parks/ICICI Bank/UPI
BANK_TRANSFER,UPI/P2A/632491697767/Christopher Eaton/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/234562715014/Lawrence Miller/ICICI Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/931347464091/SALARY/NOV/2022/Nov
BANK_TRANSFER,UPI/P2A/957237225006/Charles Mitchell/Yes Bank/UPI
SALARY,INB-BULK-UPLD/827806549469/SALARY/AUG/2020/Aug
